Entity,Code_x,Year,"Youth literacy rate, population 15-24 years, female (%), LR.AG15T24.F","Youth literacy rate, population 15-24 years, male (%), LR.AG15T24.M",Average Youth Literacy Rate,Combined Youth Literacy Rate (%)
Northern Africa and Western Asia (SDG),,2000,80.49254,90.3725,85.43252000000001,85.43252000000001
Northern Africa and Western Asia (SDG),,2001,81.43989,90.73461,86.08725000000001,86.08725000000001
Northern Africa and Western Asia (SDG),,2002,82.52657,91.14857,86.83757,86.83757
Northern Africa and Western Asia (SDG),,2003,82.64102,92.37673,87.50887499999999,87.50887499999999
Northern Africa and Western Asia (SDG),,2004,83.44333,92.55315,87.99824000000001,87.99824000000001
Northern Africa and Western Asia (SDG),,2005,84.11533,92.73878,88.427055,88.427055
Northern Africa and Western Asia (SDG),,2006,83.62464,90.84562,87.23513,87.23513
Northern Africa and Western Asia (SDG),,2007,84.51522,91.36702,87.94112,87.94112
Northern Africa and Western Asia (SDG),,2008,85.31446,91.82385,88.569155,88.569155
Northern Africa and Western Asia (SDG),,2009,83.1422,90.07214,86.60717,86.60717
Northern Africa and Western Asia (SDG),,2010,83.74351,90.33316,87.038335,87.038335
Northern Africa and Western Asia (SDG),,2011,84.3052,90.58714,87.44617,87.44617
Northern Africa and Western Asia (SDG),,2012,88.03277,93.60077,90.81676999999999,90.81676999999999
Northern Africa and Western Asia (SDG),,2013,86.62945,91.53599,89.08272,89.08272
Northern Africa and Western Asia (SDG),,2014,90.05537,94.4081,92.231735,92.231735
Northern Africa and Western Asia (SDG),,2015,87.33171,91.63521,89.48346000000001,89.48346000000001
Northern Africa and Western Asia (SDG),,2016,89.47652,93.46214,91.46933,91.46933
Northern Africa and Western Asia (SDG),,2017,90.24691,93.78059,92.01375,92.01375
Northern Africa and Western Asia (SDG),,2018,86.95299,90.79407,88.87353,88.87353
Northern Africa and Western Asia (SDG),,2019,87.20778,90.93425,89.071015,89.071015
Northern Africa and Western Asia (SDG),,2020,87.44043,91.06678,89.253605,89.253605
Northern Africa and Western Asia (SDG),,2021,87.59517,91.13846,89.366815,89.366815
Northern Africa and Western Asia (SDG),,2022,87.74175,91.19242,89.467085,89.467085
Oceania (excluding Australia and New Zealand) (SDG),,1994,69.92531,77.99778,73.961545,73.961545
Oceania (excluding Australia and New Zealand) (SDG),,1995,69.80773,77.93086,73.869295,73.869295
Oceania (excluding Australia and New Zealand) (SDG),,1996,70.52306,77.8018,74.16243,74.16243
Oceania (excluding Australia and New Zealand) (SDG),,1997,71.17595,77.57193,74.37394,74.37394
Oceania (excluding Australia and New Zealand) (SDG),,1998,71.75108,77.23113,74.491105,74.491105
Oceania (excluding Australia and New Zealand) (SDG),,1999,72.01319,76.60148,74.307335,74.307335
Oceania (excluding Australia and New Zealand) (SDG),,2000,71.96104,75.61445,73.787745,73.787745
Oceania (excluding Australia and New Zealand) (SDG),,2001,72.38272,75.20317,73.792945,73.792945
Oceania (excluding Australia and New Zealand) (SDG),,2002,72.7736,74.65344,73.71352,73.71352
Oceania (excluding Australia and New Zealand) (SDG),,2003,73.14567,74.06713,73.60640000000001,73.60640000000001
Oceania (excluding Australia and New Zealand) (SDG),,2004,73.54148,73.51779,73.52963500000001,73.52963500000001
Oceania (excluding Australia and New Zealand) (SDG),,2005,73.94499,72.99228,73.468635,73.468635
Oceania (excluding Australia and New Zealand) (SDG),,2006,74.27674,72.42972,73.35323,73.35323
Oceania (excluding Australia and New Zealand) (SDG),,2007,74.65142,71.91764,73.28453,73.28453
Oceania (excluding Australia and New Zealand) (SDG),,2008,75.06341,71.43784,73.250625,73.250625
Oceania (excluding Australia and New Zealand) (SDG),,2009,75.7507,71.16369,73.457195,73.457195
Oceania (excluding Australia and New Zealand) (SDG),,2010,76.77819,71.02923,73.90370999999999,73.90370999999999
Oceania (excluding Australia and New Zealand) (SDG),,2011,76.71897,70.93041,73.82469,73.82469
Oceania (excluding Australia and New Zealand) (SDG),,2012,76.67111,70.84423,73.75766999999999,73.75766999999999
Oceania (excluding Australia and New Zealand) (SDG),,2013,76.62308,70.75895,73.691015,73.691015
Oceania (excluding Australia and New Zealand) (SDG),,2014,76.56223,70.65336,73.60779500000001,73.60779500000001
Oceania (excluding Australia and New Zealand) (SDG),,2016,76.42921,70.46258,73.44589500000001,73.44589500000001
Oceania (excluding Australia and New Zealand) (SDG),,2017,76.36087,70.38109,73.37098,73.37098
Oceania (excluding Australia and New Zealand) (SDG),,2018,76.29625,70.30363,73.29993999999999,73.29993999999999
Oceania (excluding Australia and New Zealand) (SDG),,2019,76.23977,70.23646,73.238115,73.238115
Oceania (excluding Australia and New Zealand) (SDG),,2020,76.19174,70.17836,73.18504999999999,73.18504999999999
Oceania (excluding Australia and New Zealand) (SDG),,2021,76.17285,70.16011,73.16648,73.16648
Oman,OMN,2003,96.66145,97.86509,97.26327,97.26327
Oman,OMN,2008,97.62498,97.63412,97.62955,97.62955
Oman,OMN,2010,98.16507,97.40565,97.78536,97.78536
Oman,OMN,2015,98.75332,99.43405,99.093685,99.093685
Oman,OMN,2017,98.95638,98.46439,98.710385,98.710385
Oman,OMN,2018,98.97943,98.35663,98.66802999999999,98.66802999999999
Oman,OMN,2022,99.67872,99.64752,99.66311999999999,99.66311999999999
Pakistan,PAK,1981,23.83296,44.50287,34.167915,34.167915
Pakistan,PAK,1998,43.11405,67.14935,55.131699999999995,55.131699999999995
Pakistan,PAK,2005,53.08856,76.65172,64.87013999999999,64.87013999999999
Pakistan,PAK,2006,58.37056,79.10218,68.73637,68.73637
Pakistan,PAK,2007,56.78496,75.23849,66.011725,66.011725
Pakistan,PAK,2008,61.24992,79.42005,70.334985,70.334985
Pakistan,PAK,2009,61.46266,79.14432,70.30349,70.30349
Pakistan,PAK,2010,62.29837,79.50414,70.901255,70.901255
Pakistan,PAK,2011,63.13681,78.04242,70.58961500000001,70.58961500000001
Pakistan,PAK,2012,64.4741,80.28826,72.38118,72.38118
Pakistan,PAK,2013,63.438,79.40381,71.420905,71.420905
Pakistan,PAK,2014,65.54779,79.76598,72.656885,72.656885
Pakistan,PAK,2017,67.53713,81.26352,74.40032500000001,74.40032500000001
Pakistan,PAK,2018,64.35005,79.7831,72.066575,72.066575
Pakistan,PAK,2019,65.18558,79.72925,72.457415,72.457415
Palau,PLW,1980,94.35773,94.1936,94.275665,94.275665
Palau,PLW,2013,99.8295,99.76959,99.799545,99.799545
Palau,PLW,2015,99.17051,98.24561,98.70805999999999,98.70805999999999
Palestine,PSE,1997,97.1861,96.91563,97.05086499999999,97.05086499999999
Palestine,PSE,2004,98.88114,99.0213,98.95122,98.95122
Palestine,PSE,2006,99.14674,99.04006,99.0934,99.0934
Palestine,PSE,2007,98.99184,99.14022,99.06603,99.06603
Palestine,PSE,2008,99.04133,99.26932,99.155325,99.155325
Palestine,PSE,2009,99.22568,99.23454,99.23011,99.23011
Palestine,PSE,2010,99.24448,99.19628,99.22038,99.22038
Palestine,PSE,2011,99.36161,99.25737,99.30949,99.30949
Palestine,PSE,2012,99.22757,99.34319,99.28538,99.28538
Palestine,PSE,2013,99.27466,99.41851,99.346585,99.346585
Palestine,PSE,2014,99.31944,99.40951,99.364475,99.364475
Palestine,PSE,2015,99.27189,99.40797,99.33993000000001,99.33993000000001
Palestine,PSE,2016,99.30505,99.44656,99.375805,99.375805
Palestine,PSE,2017,99.37062,99.25569,99.313155,99.313155
Palestine,PSE,2018,99.38239,99.29223,99.33731,99.33731
Palestine,PSE,2019,99.29688,99.37025,99.333565,99.333565
Palestine,PSE,2020,99.24502,99.22022,99.23262,99.23262
Palestine,PSE,2022,99.33342,99.38786,99.36064,99.36064
Panama,PAN,1980,96.28396,95.9275,96.10573,96.10573
Panama,PAN,1990,94.77776,95.39389,95.085825,95.085825
Panama,PAN,2000,95.62273,96.53054,96.07663500000001,96.07663500000001
Panama,PAN,2010,97.33687,97.93447,97.63567,97.63567
Panama,PAN,2014,97.64,98.39,98.015,98.015
Panama,PAN,2015,98.12,98.37,98.245,98.245
Panama,PAN,2016,98.39,99.12,98.755,98.755
Panama,PAN,2017,98.82,99.32,99.07,99.07
Panama,PAN,2018,98.87,99.31,99.09,99.09
Panama,PAN,2019,98.86,98.9,98.88,98.88
Panama,PAN,2021,99.24,99.26,99.25,99.25
Panama,PAN,2022,99.3,99.38,99.34,99.34
Papua New Guinea,PNG,2000,64.05813,69.13374,66.595935,66.595935
Papua New Guinea,PNG,2010,71.4,64.57,67.985,67.985
Paraguay,PRY,1982,89.0012,90.17329,89.587245,89.587245
Paraguay,PRY,1992,95.36143,95.85675,95.60909000000001,95.60909000000001
Paraguay,PRY,2001,95.6,95.67,95.63499999999999,95.63499999999999
Paraguay,PRY,2002,97.34,97.55,97.445,97.445
Paraguay,PRY,2003,97.45,97.29,97.37,97.37
Paraguay,PRY,2004,97.2,97.26,97.23,97.23
Paraguay,PRY,2005,98.13,97.64,97.88499999999999,97.88499999999999
Paraguay,PRY,2006,97.92,98.36,98.14,98.14
Paraguay,PRY,2007,98.79,98.64,98.715,98.715
Paraguay,PRY,2008,98.2,97.61,97.905,97.905
Paraguay,PRY,2009,98.95,98.04,98.495,98.495
Paraguay,PRY,2010,98.63,98.48,98.555,98.555
Paraguay,PRY,2011,98.73,98.32,98.525,98.525
Paraguay,PRY,2012,98.1,98.25,98.175,98.175
Paraguay,PRY,2013,99.2,98.6,98.9,98.9
Paraguay,PRY,2014,98.46,98.96,98.71,98.71
Paraguay,PRY,2015,98.97,98.35,98.66,98.66
Paraguay,PRY,2016,98.7,98.19,98.445,98.445
Paraguay,PRY,2017,98.92,97.65,98.285,98.285
Paraguay,PRY,2018,98.87,97.73,98.30000000000001,98.30000000000001
Paraguay,PRY,2019,98.68,98.04,98.36000000000001,98.36000000000001
Paraguay,PRY,2020,98.66,98.63,98.645,98.645
Paraguay,PRY,2021,99.24,98.06,98.65,98.65
Paraguay,PRY,2022,99.28,98.88,99.08,99.08
Peru,PER,1981,89.76372,96.51333,93.138525,93.138525
Peru,PER,1993,93.78625,96.98548,95.385865,95.385865
Peru,PER,2000,96.05,99.1,97.57499999999999,97.57499999999999
Peru,PER,2001,96.11,98.19,97.15,97.15
Peru,PER,2002,95.89,97.62,96.755,96.755
Peru,PER,2003,96.03,97.64,96.83500000000001,96.83500000000001
Peru,PER,2004,96.32,98.38,97.35,97.35
Peru,PER,2005,96.85,98.08,97.465,97.465
Peru,PER,2006,97.34,98.62,97.98,97.98
Peru,PER,2007,96.99,98.12,97.555,97.555
Peru,PER,2008,97.45,98.22,97.83500000000001,97.83500000000001
Peru,PER,2009,97.92,98.74,98.33,98.33
Peru,PER,2010,98.03,98.58,98.305,98.305
Peru,PER,2011,98.25,98.65,98.45,98.45
Peru,PER,2012,98.68,98.75,98.715,98.715
Peru,PER,2013,98.86,98.91,98.88499999999999,98.88499999999999
Peru,PER,2014,98.82,99.16,98.99,98.99
Peru,PER,2015,98.83,99.27,99.05,99.05
Peru,PER,2016,98.76,99.11,98.935,98.935
Peru,PER,2017,98.88,99.27,99.07499999999999,99.07499999999999
Peru,PER,2018,99.01,99.07,99.03999999999999,99.03999999999999
Peru,PER,2019,99.14,99.1,99.12,99.12
Peru,PER,2020,99.44,99.59,99.515,99.515
Peru,PER,2021,99.18,99.07,99.125,99.125
Peru,PER,2022,99.29,99.31,99.30000000000001,99.30000000000001
Philippines,PHL,1980,92.46903,91.06331,91.76617,91.76617
Philippines,PHL,1990,96.87774,96.27673,96.577235,96.577235
Philippines,PHL,1994,96.28194,95.81552,96.04873,96.04873
Philippines,PHL,2000,95.72028,94.45826,95.08927,95.08927
Philippines,PHL,2003,96.58059,93.5783,95.07944499999999,95.07944499999999
Philippines,PHL,2008,98.49152,97.01995,97.75573499999999,97.75573499999999
Philippines,PHL,2013,98.81543,97.42543,98.12043,98.12043
Philippines,PHL,2015,99.26673,98.90415,99.08544,99.08544
Philippines,PHL,2019,98.89291,97.89731,98.39511,98.39511
Philippines,PHL,2020,99.32923,99.10749,99.21835999999999,99.21835999999999
Poland,POL,1978,99.81581,99.77874,99.797275,99.797275
Poland,POL,1988,99.8,99.8,99.8,99.8
Poland,POL,2021,99.9,99.8,99.85,99.85
Portugal,PRT,1981,98.22211,97.66432,97.94321500000001,97.94321500000001
Portugal,PRT,1991,99.25787,99.14246,99.200165,99.200165
Portugal,PRT,2011,99.47964,99.3918,99.43572,99.43572
Portugal,PRT,2021,99.75,99.68,99.715,99.715
